user,waktu,barang,review,rating
L***s,10/03/2023,canon ball coklat box 24pcs,"barang ok, respon cepat, kedepan tolong jangan pakai JNE kirim dalam kota bisa 5 hari dan 2 hari sendiri di gudang JNE. jika tidak komplain barang tidak datang. trims",5
L***s,10/03/2023,Gery Chocolatos 1.000 box isi 20 pcs,"barang ok, respon cepat, kedepan tolong jangan pakai JNE kirim dalam kota bisa 5 hari dan 2 hari sendiri di gudang JNE. jika tidak komplain barang tidak datang. trims",5
L***s,10/03/2023,Pusan Teje Love Glasses (permen kaca mata) box 40pcs,"barang ok, respon cepat, kedepan tolong jangan pakai JNE kirim dalam kota bisa 5 hari dan 2 hari sendiri di gudang JNE. jika tidak komplain barang tidak datang. trims",5
L***s,10/03/2023,Nabati Roll's Box isi 20 pcs,"barang ok, respon cepat, kedepan tolong jangan pakai JNE kirim dalam kota bisa 5 hari dan 2 hari sendiri di gudang JNE. jika tidak komplain barang tidak datang. trims",5
L***s,10/03/2023,Marshmallow Doraemon pack isi 10pcs,"barang ok, respon cepat, kedepan tolong jangan pakai JNE kirim dalam kota bisa 5 hari dan 2 hari sendiri di gudang JNE. jika tidak komplain barang tidak datang. trims",5
L***s,10/03/2023,Choki Choki Box isi 20,"barang ok, respon cepat, kedepan tolong jangan pakai JNE kirim dalam kota bisa 5 hari dan 2 hari sendiri di gudang JNE. jika tidak komplain barang tidak datang. trims",5
L***s,10/03/2023,gery chocolatos isi 24,"barang ok, respon cepat, kedepan tolong jangan pakai JNE kirim dalam kota bisa 5 hari dan 2 hari sendiri di gudang JNE. jika tidak komplain barang tidak datang. trims",5
L***s,10/03/2023,Nabati siip box 20s,"barang ok, respon cepat, kedepan tolong jangan pakai JNE kirim dalam kota bisa 5 hari dan 2 hari sendiri di gudang JNE. jika tidak komplain barang tidak datang. trims",5
Mas,10/03/2023,sidomuncul vitamin c 1000 mg orange box 6s,,5
Novik,10/03/2023,momogi box 20 pcs,pesennya jagung bakar yg dikirim coklat..biaya yg tertera di layar sama yg saya terima kok beda ya? biasanya sesuai yg di aplikasi,5
H***F,10/03/2023,energen renceng 10 sachet,enak banget,5
G***a,10/03/2023,Tresemme Shampoo Renceng isi 12 sct,,5
G***a,10/03/2023,indofood kecap manis botol 135ml,proses pengemasan cepat dan aman gaada yang hancur👍🏻,5
G***a,10/03/2023,Sajiku Tepung Bumbu 220gr,proses pengemasan cepat dan aman gaada yang hancur👍🏻,5
G***a,10/03/2023,Kopiko Coffee Candy Blister 32gr,proses pengemasan cepat dan aman gaada yang hancur👍🏻,5
G***a,10/03/2023,Biskuat Energi pack isi 20x8.4gr,proses pengemasan cepat dan aman gaada yang hancur👍🏻,5
G***a,10/03/2023,Nissin Biskuit Kering 300gr,,5
G***a,10/03/2023,Rinso Cair 1.000 Renceng isi 6sct,,5
G***a,10/03/2023,Sarimi Gelas Renceng isi 10 pcs,proses pengemasan cepat dan aman gaada yang hancur👍🏻,5
G***a,10/03/2023,Spix Soba Mie pack isi 20 pcs,proses pengemasan cepat dan aman gaada yang hancur👍🏻,5
G***a,10/03/2023,Khong Guan Superco Renceng isi 10 pcs,proses pengemasan cepat dan aman gaada yang hancur👍🏻,5
G***a,10/03/2023,padimas cream cake 10 pcs,proses pengemasan cepat dan aman gaada yang hancur👍🏻,5
G***a,10/03/2023,Regal Duo Mini Pack isi 12 pcs,proses pengemasan cepat dan aman gaada yang hancur👍🏻,5
G***a,10/03/2023,Deka Koro Renceng pack isi 10 pcs,proses pengemasan cepat dan aman gaada yang hancur👍🏻,5
G***a,10/03/2023,go potato biskuit kentang 20 pcs,proses pengemasan cepat dan aman gaada yang hancur👍🏻,5
liesa,10/03/2023,Downy 500 Renceng isi 12 sct,wanginya awet,5
liesa,10/03/2023,good day cappucino renceng 10 sachet,sll jd favorit,5
Teguh,10/03/2023,so nice sosis toples isi 24 pcs,sosis enak....mantul,5
E***y,10/03/2023,Garuda Ting-Ting permen bag isi 50pcs,Ok. Mksh,5
Daniel,10/03/2023,Hydro Coco 250ml Dus isi 24 pcs,"barang diterima robek bagian tutup satu di posisi tengah sedangkan bagian robekan kemasan ada di samping paket...
basah dan bau tengik semua...
harus saya cuci sisanya agar layak dikonsumsi karena bau tersebar kemana mana sampai bikin pusing...
yang kirim kok ya gak pingsan ya...
please fix cara packagingnya...
dan cek sebelum kirim...
orang paket main bolak balik paket kalo bocor gini ketahuan basah semua...",1
C***o,10/03/2023,Plastik Boyo Bening,,5
C***o,10/03/2023,Good Time Cookies Box isi 12 pcs,,5
C***o,10/03/2023,Roma Better Sandwich Biscuit Renceng isi 10 pcs,,5
C***o,10/03/2023,Khong Guan Superco Renceng isi 10 pcs,,5
C***o,10/03/2023,Bedak Salicyl Menthol Gajah,,5
C***o,10/03/2023,Promag Strip isi 10 Tablet,,5
C***o,10/03/2023,Garuda Kacang Telur 220gr,,5
C***o,10/03/2023,Khong Guan Ozlo Cokelat 33gr Box isi 10 sct,,5
C***o,10/03/2023,silver queen cashew 62g,,5
C***o,10/03/2023,Tim Tam Maxi Biskuit Box isi 12,,5
C***o,10/03/2023,Garuda Kacang Atom Pedas 230gr,,5
C***o,10/03/2023,Kacang Atom Gajah 500gr,,5
Totom,10/03/2023,Kacang Atom Mammoth Renceng isi 20 pcs,"ongkir ditanggung Tokopedia 20rb, sisanya bayar sendiri",5
C***a,10/03/2023,Mikako Pack isi 10 pcs,"packingan aman bangat, produk ssuai di deskripsi. recomended seller",5
Oliver,10/03/2023,yupi bolicious box 24 pcs,"cepet banget kirimny wkwk, thenkiuu",5
N***r,10/03/2023,Nextar Gandumku Coklat Pack isi 10 sct,alhamdulillah sampai dgn selamat,5
Nur,10/03/2023,Selamat Wafer 198gr,barang datang cepat,5
N***r,10/03/2023,yupi little stars 24 pcs,😍,5
kunyik,10/03/2023,Terasi Udang Mama Suka pack isi 20 pcs,"TOP MARKOTOP, TOKO LANGGANAN 1 HARI LGSUNG NYAMPE",5
kunyik,10/03/2023,TOP Kopi Cappuccino Renceng isi 15sct,"TOP MARKOTOP, TOKO LANGGANAN 1 HARI LGSUNG NYAMPE",5
Ferra,10/03/2023,kapal api special mix renceng isi 10 sachet,murah packing aman,5
Ferra,10/03/2023,good day 3 in 1 rtg 10 sct,murah packing aman,5
E***y,10/03/2023,Garuda Ting-Ting permen bag isi 50pcs,Ok. Sangat membantu,5
C***a,10/03/2023,Spix Soba Mie pack isi 20 pcs,respon penjual cepat👌 recommended seller👍 terimakasih🙏,5
C***a,10/03/2023,yupi bolicious box 24 pcs,respon penjual cepat👌 recommended seller👍 terimakasih🙏,5
lilis,10/03/2023,Frisian Flag Pouch 560gr,"puas banget,sudah langganan di toko ini,thanks seller, tokopedia dan kurirnya 👍👍🙏🙏",5
lilis,10/03/2023,Mama Lemon Stain Remover Pouch 500gr,"puas banget,sudah langganan di toko ini,thanks seller,tokopedia dan kurirnya🙏🙏👍👍",5
r***a,10/03/2023,Kopiko Coffee Candy Blister 32gr,permennya g sesuai,4
lilis,10/03/2023,Rinso Cair 5.000,"puas banget👍👍.. oke semuanya,thanks seller, tokopedia dan kurirnya 👍👍🙏🙏",5
lilis,10/03/2023,gulaku 1kg,"puas banget👍👍... semuanya oke..thanks seller, tokopedia,dan kurirnya 👍👍🙏🙏",5
Yeni,10/03/2023,Roma Malkist Renceng isi 10 pcs,pengiriman cepat dan barang sesuai,5
Yeni,10/03/2023,Zinc Shampoo Renceng isi 12 sct,pengiriman cepat dan barang sesuai,5
Yeni,10/03/2023,Nissin Crispy Crackers 225gr,pengiriman cepat dan barang sesuai,5
Yeni,10/03/2023,Serena Klik Crackers Renceng isi 20 pcs,pengiriman cepat dan barang sesuai,5
Yeni,10/03/2023,Downy 500 Renceng isi 12 sct,pengiriman cepat dan barang sesuai,5
Y***a,10/03/2023,nutrijell jelly powder ekonomis all variant 1box,Mantappu Jiwa!,5
Nurhalimah,10/03/2023,Good Time Cookies Box isi 12 pcs,"Pesanan sesuai deskripsi,pengiriman cepat dan aman ,terimakasih",5
Nurhalimah,10/03/2023,Gery Chocolatos 1.000 box isi 20 pcs,"Pesanan sesuai deskripsi,pengiriman cepat dan aman ,terimakasih",5
I***h,10/03/2023,tricks potato snack,"As always, thanks seller 👍",5
Nurkholis,10/03/2023,Nissin Biskuit Kering Rasa Kopi 300gr,Recommended Seller,5
Adelina,10/03/2023,Tic Tac Snack Pilus 90gr,"enak yg mix, recommended seller. terima kasih",5
Nur,10/03/2023,Indofood Saos Pedas Renceng isi 36 sct,pedas,5
Nur,10/03/2023,Mie Gelas Renceng isi 10 pcs,praktis,5
Nur,10/03/2023,so nice sosis toples isi 24 pcs,enak,5
Nur,10/03/2023,Kacang Atom Mammoth Renceng isi 20 pcs,enak,5
P***i,10/03/2023,Biskuat Energi pack isi 20x8.4gr,"pengiriman sangat cepat, rapi, aman, komplit.. cocok langganan beli camilan :)",5
D***h,10/03/2023,Yupi Box isi 24 pcs,"Sayang banget isinya cmn 23 wkwkwk. Mana 2box isinya sama sama 23 doang 
Yang lainnya aman, gapapa kasih bintang 5, besok besok jangan gitu hehe",5
Y***a,10/03/2023,Nescafe Classic Renceng isi 10 sct,👍,5
G***i,10/03/2023,Tong Tji Teh Celup Jasmine Amplop isi 25,"sdh beberapa kali beli di toko ini dan respon penjual cepat, hari minggu tetap diproses dan dikirim dan senin tiba, expired jg panjang, tks seller",5
G***i,10/03/2023,Hilo Thai Tea Renceng isi 10 sct,"pertama kali beli thai tea ini rasanya ok enak, packing rapi dgn dus",5
[***],10/03/2023,energen renceng 10 sachet,,5
[***],10/03/2023,Tolak Angin Cair Box isi 12 sct,,5
M***h,10/03/2023,Spix Mie Goreng Pack isi 20 pcs,sesuai dan terjangkau,5
M***h,10/03/2023,Zinc Shampoo Renceng isi 12 sct,sesuai dan terjangkau,5
Q***y,10/03/2023,Real Good Susu 50ml,Barangnya sudah diterima dengan baik. Makasihh🙏🏻,5
Q***y,10/03/2023,padimas cream cake 10 pcs,Jajannya udah diterima dengan baik. Makasih 🙏🏻🙏🏻,5
L***k,10/03/2023,Chitato Renceng isi 10 pcs,barang Oke sesuai pesanan packing aman  pengiriman cepet puas lah 👍🏻👍🏻👍🏻👍🏻👍🏻,5
L***k,10/03/2023,Garuda Potato BBQ Renceng isi 10 pcs,barang Oke sesuai pesanan packing aman  pengiriman cepet puas lah 👍🏻👍🏻👍🏻👍🏻👍🏻,5
D***a,10/03/2023,Gery Saluut Wafer box isi 24 pcs,barang sesuai pesanan pengiriman cepat thanks,5
D***a,10/03/2023,Mikako Pack isi 10 pcs,barang sesuai pesanan pengiriman cepat thanks,5
D***a,10/03/2023,Chiki Balls Renceng isi 10 pcs,barang sesuai pesanan pengiriman cepat thanks,5
D***a,10/03/2023,Spix Soba Mie pack isi 20 pcs,barang sesuai pesanan pengiriman cepat thanks,5
D***a,10/03/2023,Kispray Pouch Reffil,barang sesuai pesanan pengiriman cepat thanks,5
D***a,10/03/2023,Oreo Roll,barang sesuai pesanan pengiriman cepat thanks,5
D***a,10/03/2023,Oishi Pillows Pouch 110gr,"barang sesuai pesanan, pengiriman cepat thanks",5
Freeya,10/03/2023,energen renceng 10 sachet,"Terimakasih,pesanan sampai tujuan dengan aman dan cepat",5
Freeya,10/03/2023,Oishi Pillows Pouch 110gr,"Terimakasih,pesanan sampai tujuan dengan aman dan cepat",5
Freeya,10/03/2023,Beng-Beng Box Kemasan Baru ( isi 17 x 25gr ),"Terimakasih,pesanan sampai tujuan dengan aman dan cepat",5
Freeya,10/03/2023,Khong Guan Superco Renceng isi 10 pcs,"Terimakasih,pesanan sampai tujuan dengan aman dan cepat",5
Freeya,10/03/2023,Good Time Cookies Box isi 12 pcs,"Terimakasih,pesanan sampai tujuan dengan aman dan cepat",5
Sugiarto,10/03/2023,Nutrisari Renceng isi 10 sct,siip mantap,5
Sugiarto,10/03/2023,energen renceng 10 sachet,siip mantap,5
Sugiarto,10/03/2023,Good Time Cookies Box isi 12 pcs,siip mantap,5
Arnelly,10/03/2023,Pantene Shampoo Renceng,"Saya pesan rambut rusak tp yg dtg rambut rontok. Gpp, tp lain kali tlg sesuai order yaa 😁",5
puput,10/03/2023,Nissin Lemonia 20gr Pack isi 10 sct,,5
R***n,10/03/2023,kacang atom bledugh 400gr,Kacangnya enak. Barang di packing dengan aman,5
I***n,10/03/2023,amh jahe merah renceng 12 pcs,Barang sampai dengan selamat 🙏,5
A***h,10/03/2023,Meses Ceres 90gr,ga dikonfirmasi klo ga ada yg biru,2
Nuke,10/03/2023,Garuda Rosta Renceng isi 10 pcs,"Diterima dengan aman, tidak rusak.",5
Nuke,10/03/2023,tricks potato snack,"Diterima dengan aman, tidak rusak.",5
Nuke,10/03/2023,Delfi Hot Cocoa renceng isi 10 sct,"Tidak diterima, namun penjual sngat bertanggungjawab mengganti uangnya. Terima kasih🙏🏻",5
D***a,10/03/2023,monde egg roll 35gr 10pcs,"Rasanya enak, walaupun isi coklatnya ngga full, pengiriman dan packaging cukup cepat dan aman",5
A***i,10/03/2023,Teh Dandang Celup Kotak isi 25 kantong,fast respon snack enak gurih,5
A***i,10/03/2023,Dilan Chocolate Mini Pack isi 25 pcs,fast respon snack enak gurih,5
A***i,10/03/2023,Chitato Renceng isi 10 pcs,fast respon snack enak gurih,5
A***i,10/03/2023,Deka Crepes Box isi 12 pcs,fast respon snack enak gurih,5
Evi,10/03/2023,ovaltine chocolate biskuit box isi 12 sct,Pengiriman cepat packing aman,5
Nurul,10/03/2023,nutrijell jelly powder ekonomis all variant 1box,langganan terus disini.. Terima kasih.. semoga sukses.. Aamiin,5
Y***a,10/03/2023,nutrijell jelly powder ekonomis all variant 1box,"kosong, ganti mangga",5
Adelina,10/03/2023,Tic Tac Snack Pilus 90gr,recommended seller.,5
A***l,10/03/2023,Tao Kae Noi Big Sheet Box isi 12 sct,"mantap, packing rapi 👍🏻",5
T***y,10/03/2023,Khong Guan Classic Chocolate Wafer 350gr,superrrr,5
T***y,10/03/2023,Nextar Box isi 10 pcs,superrrr,5
N***r,10/03/2023,gery chocolatos isi 24,barang sesuai 👍,5
N***r,10/03/2023,Nissin Crispy Crackers 225gr,barang sesuai 👍,5
N***r,10/03/2023,Pilus Garuda 85gr,barang sesuai 👍,5
N***r,10/03/2023,Dettol Antiseptik Original 45ml,barang sesuai 👍,5
Nur,10/03/2023,Susu Milkido Botol 200ml,barang sesuai 👍,5
A***a,10/03/2023,Soklin Liquid Detergent 22ml Renceng ( isi 24 sct + free 2 sct),"barang dang sesuai dengan pesanan
pengiriman cepat",5
Harwan,10/03/2023,Citra Bar Soap 70gr,barang sampai dengan selamat sesuai pesanan,5
Harwan,10/03/2023,sidomuncul vitamin c 1000 mg orange box 6s,barang sampai dengan selamat sesuai pesanan,5
Harwan,10/03/2023,Salonpas Koyo isi 12 lembar,barang sampai dengan selamat sesuai pesanan,5
Harwan,10/03/2023,Rexona Men 50gr,barang sampai dengan selamat sesuai pesanan active men,5
Harwan,10/03/2023,Antis Spray Botol 55ml,barang sampai dengan selamat sesuai pesanan,5
lilis,10/03/2023,Dettol Bar Soap 100gr,pasti oke...semuanya memuaskan...👍 thanks seller. tokopedia. dan kurirnya👍👍🙏🙏,5
uswatun,10/03/2023,biskitop vegetable and cheese stik,"jos cepat packing super aman pokoknya

sukses gan",5
lilis,10/03/2023,chocolatos drink renceng 10 pcs,"puas puas banget...barang sampai tujuan aman,thanks seller,tokopedia,dan kurirnya👍👍🙏🙏🙏",5
lilis,10/03/2023,Wipol Eucalyptus Reffil 450ml,"puas puas banget...barang sampai tujuan aman,thanks seller,tokopedia,dan kurirnya👍👍🙏🙏🙏",5
lilis,10/03/2023,Kraft Cheddar 165gr,"puas puas banget...barang sampai tujuan aman,thanks seller,tokopedia,dan kurirnya👍👍🙏🙏🙏",5
lilis,10/03/2023,gulaku 1kg,"puas puas banget...barang sampai tujuan aman,thanks seller,tokopedia,dan kurirnya👍👍🙏🙏🙏",5
iie,10/03/2023,Sasa Santan Bubuk Renceng isi 12 sachet,pengirimannya pake dus...keren...bs jd langganan nntnya...,5
iie,10/03/2023,Bihun Jagung Padamu 320gr,pengiriman cepat ...respon jg cepat...,5
Daru,10/03/2023,Kiranti Botol 150ml,"Barang sesuai, pengiriman cepat dan sangat membantu...Terimakasih",5
A***a,10/03/2023,Deka Koro Renceng pack isi 10 pcs,"respon penjual cepat, bayar malem, pagi jam 11 udah nyampe rumah.",5
Suryani,10/03/2023,Nabati Roll's Box isi 20 pcs,"barang oke, gak ada yg remuk",5
Suryani,10/03/2023,Soklin Softener 500 Renceng,"2 x order disini, puas banget, pengiriman cepat bgt sehari lgsg sampai",5
Suryani,10/03/2023,Nestle Carnation 495gr,barang bagus sesuai pesanan,5
Suryani,10/03/2023,Nissin Mini Stick pack isi 10 pcs,maaf saya kasih bintang 3 karena remuk semua yg nissin mini sticknya,3
Koko,10/03/2023,Yupi Strawberry Kiss 120g ( 50pcs),"pesanan cpt diproses,packing ok aman",5
Koko,10/03/2023,Yupi Fruity Puff Bag 120g (isi 50 pcs),"permen kenyal yupi isi banyak,expired msh lama bgt",5
Koko,10/03/2023,Brio Go Potato 60gr,snack kentang enak dikonsumsi pas jam2 iseng 😄,5
Wiwi,10/03/2023,Sukro Dua Kelinci Renceng isi 10 pcs,"maaf, tp kacang sukronya agak tengik... padahal exp nya msh januari...",4
Dhana,10/03/2023,Serena Troy Biskuit,"beli 2 bks, 2 2 nya remuk lebih dari 1/2 bks",3
Kurninada,10/03/2023,Koko Krunch / Milo / Honey Star Cereal Box 330gr,"kesukaan anakku buat sarapan pagi,.packing aman... tengkiu y...",5
D***D,10/03/2023,monde egg roll 35gr 10pcs,"pelayanan penjual selalu baguss, barang aman ga remuk, proses cepat.👍👍 Tapi sayang aja kurir ANTERAJA superrrr lemotttt tanggal 9 dikirim barang sampe tanggal 18, gimana kalo orang beli barang butuh cepet 😑😑😑 saran kepada penjual jangan aktifkan anteraja nanti takut customernya..",5
Andry,10/03/2023,You C1000 140ml Dus isi 30 botol,Puas!,5
A***a,10/03/2023,Smax Ring Cheese Renceng,"smax ring nya enakkkk, pengemasan cepat dan aman karena pake kardus!!",5
A***a,10/03/2023,Lifebuoy Shampoo Renceng isi 12 sct,"baguss, pengemasan cepat penjual juga ramah cuma lama di pengiriman",5
A***a,10/03/2023,Sarimi Gelas Renceng isi 10 pcs,"pengemasan cepet cuman lama di pengiriman, semuanya bagussss",5
Sri,10/03/2023,Spix Mie Goreng Pack isi 20 pcs,Paket sudah diterima dengan baik dan barang sesuai pesanan..,5
Sri,10/03/2023,kopi luwak kopi gula renceng isi 20,Paket sudah diterima dengan baik dan barang sesuai pesanan..,5
sarah,10/03/2023,Nutrisari Renceng isi 10 sct,sampai sesuai tanggal oke deh,5
sarah,10/03/2023,Nuvo hand sanitizer 50ml gel,sampai sesuai tanggal oke deh,5
sarah,10/03/2023,Delfiorion Chocopie Dark isi 6p,oke,5
sarah,10/03/2023,Susu Milkido Dus isi 12 botol x 200ml,"oke sampai sesuai tgl nya, barang aman",5
sarah,10/03/2023,oreo soft cake bolu 12 pcs,"oke, sampain sesuai dgn tgl nya, barang oke",5
sarah,10/03/2023,Rexona Men 50gr,oke,5
sarah,10/03/2023,Iyes Kacang Oven Renceng isi 10 pcs,oke,5
sarah,10/03/2023,Soffel Lotion Anti Nyamuk Botol,oke,5
W***o,10/03/2023,Good Day Coffee Freeze Renceng isi 10 sct,"produk original, pengiriman cepat, packing aman, harga murah, apa lagi di tambah diskon hehe. mantapplah buat barang-barang yang dilayani TOKOPEDIA.",5
g***n,10/03/2023,Torabika Creamy Latte Renceng isi 10sct,"Selalu puas CO di toko ini karena packing rapi, pengiriman cepat dan seller responsif. Thank youuu",5
santoso,10/03/2023,Gery Saluut Wafer box isi 24 pcs,"pengiriman cepat,pengemasan rapi.cuman itu kurir yg ngirim kurang teliti. masak kirim paket salah rumah. kalau ada penilaian kurir sudah ku kasih bintang 1.",5
FaRiD,10/03/2023,Mie Gelas Renceng isi 10 pcs,"beli 1 renceng 10pcs, dqpet nya 15pcs. tengkyu seller",5
Wiwi,10/03/2023,Garuda Rosta Renceng isi 10 pcs,lariiis... lariiisss...,5
Wiwi,10/03/2023,Gery Saluut Wafer box isi 24 pcs,larisss maniiiisss....,5
Wiwi,10/03/2023,Jetz Choco Fiesta Renceng isi 10pcs,larisss maniiissss....,5
Wiwi,10/03/2023,momogi box 20 pcs,laris maniiisss....,5
Wiwi,10/03/2023,Nissin Lemonia 20gr Pack isi 10 sct,"lemoniaaaa, laris manis...",5
Wiwi,10/03/2023,mie gemez enaak,mie gemes laris manis....,5
Iva,10/03/2023,Mie Sedaap kuah,"harusnya 1 nya kari spesial, tapi yg dikirim kari semua, trus yg 1 sobek gini remuk juga",3
F***a,10/03/2023,so nice sosis toples isi 24 pcs,Cepet datengnya,5
susilo,10/03/2023,Inaco Jelly isi 25 pcs,"brg OK, layanan &amp;  penguriman cepet. 👍👍👍",5
susilo,10/03/2023,Good Time Cookies Box isi 12 pcs,"brg OK, layanan &amp;  penguriman cepet. 👍👍👍",5
lilis,10/03/2023,Chitato 68gr,"puas banget...manthul semuanya...top..👍👍,thanks seller , tokopedia , dan kurirnya👍🙏🙏",5
lilis,10/03/2023,Viva Compact Powder Lilac,"puas banget...manthul semuanya...top..👍👍,thanks seller , tokopedia , dan kurirnya👍🙏🙏",5
yudi,10/03/2023,Frisian Flag Pouch 560gr,pesan 2 dikirim 1,3
lilis,10/03/2023,gulaku 1kg,"puas banget...manthul semuanya...top..👍👍,thanks seller , tokopedia , dan kurirnya👍🙏🙏",5
lilis,10/03/2023,indomie ayam spesial,"puas banget...manthul semuanya...top..👍👍,thanks seller , tokopedia , dan kurirnya👍🙏🙏",5
e***o,10/03/2023,monde egg roll 35gr 10pcs,"packing aman, pengiriman cepat, good seller",5
B***s,10/03/2023,Wipol Eucalyptus Reffil 450ml,"pesanan lengkap sesuai dengan deskripsi produk, pengiriman cepat, sehari langsung sampai Alhamdulillah, tingkatkan terus kualitas pelayan bagi pelanggan toko ini, mantapp, pertahankan 🙃",5
B***s,10/03/2023,sunlight 5000,"pesanan lengkap, sesuai dengan deskripsi produk, pengiriman cepat cuma sehari aja, tingkat terus kualitas pelayanan bagi toko ini oke🙃",5
A***n,10/03/2023,Nabati siip box 20s,enak bgd,5
L***a,10/03/2023,Nabati siip box 20s,"cepett pengirimannya,udah ke 2x beli di toko ini,packing jg rapi..mas kurir jg ramahh..",5
